Title,Link,Views,Uploaded_by,Time_duration
React for Beginners #8 - Styling Components,https://www.youtube.com/watch?v=EOYag-8ipXE,12K views,2 years ago,    44:25  
5 Mini Python Projects - For Beginners,https://www.youtube.com/watch?v=DLn3jOsNRVE,2.4M views,2 years ago,    1:41:08  
React for Beginners #7 -  Displaying Data Dynamically,https://www.youtube.com/watch?v=e97K1xj9CUg,14K views,2 years ago,    19:07  
React for Beginners #6 - Forms & Events,https://www.youtube.com/watch?v=lO6MunNmZWU,15K views,2 years ago,    21:07  
React for Beginners #5 - State & useState,https://www.youtube.com/watch?v=vMeR1aaNhtk,16K views,2 years ago,    20:55  
"React for Beginners #4 - Props, Default Props and Prop Types",https://www.youtube.com/watch?v=qnyfvN4CIbo,19K views,2 years ago,    16:53  
React For Beginners #3 - Components and JSX,https://www.youtube.com/watch?v=JtB_tippTUQ,24K views,2 years ago,    18:44  
Python FAST API Tutorial,https://www.youtube.com/watch?v=-ykeT6kk4bk,280K views,2 years ago,    58:20  
React For Beginners #2 - Project Structure Walkthrough,https://www.youtube.com/watch?v=8e4Ze_xX8e0,30K views,2 years ago,    16:10  
React For Beginners #1 - Introduction & Environment Setup,https://www.youtube.com/watch?v=Ma6DRDIedVE,83K views,2 years ago,    11:13  
My Thoughts on Cryptocurrency in 2021,https://www.youtube.com/watch?v=YOxaIHGg0hM,21K views,2 years ago,    11:44  
Learn C++ With Me #20 - Functions,https://www.youtube.com/watch?v=C83tPpvxIJA,25K views,2 years ago,    26:14  
The Self Taught Developer Checklist,https://www.youtube.com/watch?v=wS058nq0APU,120K views,2 years ago,    17:38  
Automate Excel With Python - Python Excel Tutorial (OpenPyXL),https://www.youtube.com/watch?v=7YS6YDQKFh0,1.4M views,2 years ago,    38:02  
Learn C++ With Me #19 - Sets,https://www.youtube.com/watch?v=682xT_TcKUg,30K views,2 years ago,    13:33  
Learn C++ With Me #18 - Vectors,https://www.youtube.com/watch?v=RXzzE2wnnlo,112K views,2 years ago,    13:05  
Learn C++ With Me #17 - Maps,https://www.youtube.com/watch?v=7mwgA9XFIEQ,61K views,2 years ago,    24:35  
Learn C++ With Me #16 - Tuples,https://www.youtube.com/watch?v=T9-agjKW4PQ,24K views,2 years ago,    17:58  
Learn C++ With Me #15 - Pointers (*),https://www.youtube.com/watch?v=jUbOcBkdMF0,23K views,2 years ago,    14:25  
My Thoughts On The M1 Mac Mini,https://www.youtube.com/watch?v=q7AX76ExOFw,21K views,2 years ago,    8:12  
Learn C++ With Me #14 - References (&),https://www.youtube.com/watch?v=RGYGiLUAQ3c,20K views,2 years ago,    12:29  
5 Mind BLOWING Programming Projects - 4th TWT Code Jam Winners,https://www.youtube.com/watch?v=YETgGK8Dnss,69K views,2 years ago,    25:26  
My DREAM Developer & Content Creation Setup Tour,https://www.youtube.com/watch?v=Oo6eOIUDA2A,47K views,2 years ago,    21:37  
Learn C++ With Me #13 - Strings,https://www.youtube.com/watch?v=QtP0PdLEvFk,17K views,2 years ago,    5:56  
10 Design Principles For Software Engineers,https://www.youtube.com/watch?v=XQzEo1qag4A,57K views,2 years ago,    14:38  
Learn C++ With Me #12 - Switch Statement,https://www.youtube.com/watch?v=uOlLs1OYSSI,16K views,2 years ago,    8:02  
How Much Do Software Engineer Interns Make?,https://www.youtube.com/watch?v=0MKFrY6jSkk,22K views,2 years ago,    13:27  
Git And GitHub in ~30 Minutes,https://www.youtube.com/watch?v=jG4Vs81kMlc,95K views,2 years ago,    33:06  
"Learn C++ With Me #11 - While, Do While Loops & Break/Continue",https://www.youtube.com/watch?v=aOskrzlcBRY,20K views,2 years ago,    24:01  
Learn C++ With Me #10 - For Loops,https://www.youtube.com/watch?v=gVmTVsAn6EI,20K views,2 years ago,    16:11  
Python Asynchronous Programming - AsyncIO & Async/Await,https://www.youtube.com/watch?v=t5Bo1Je9EmE,372K views,2 years ago,    25:57  
Learn C++ With Me #9 - Arrays,https://www.youtube.com/watch?v=1FVBeLD_FdE,36K views,2 years ago,    21:35  
"Learn C++ With Me #8 - If, Else & Else If",https://www.youtube.com/watch?v=Zkr0aAdD1Ww,21K views,2 years ago,    17:05  
Python Beginner Project Tutorial - Turtle Racing!,https://www.youtube.com/watch?v=gQP0geNsO4A,57K views,2 years ago,    55:36  
"Learn C++ With Me #7 - Logical Operators (And, Or and Not)",https://www.youtube.com/watch?v=F__aAx-3HOY,16K views,2 years ago,    12:25  
Linux for Programmers #15 - How to Connect a Domain to a Linode Server,https://www.youtube.com/watch?v=bOLNq4tkwj8,9.5K views,2 years ago,    9:09  
Linux for Programmers #14 - Deploying a Simple Python Web Server,https://www.youtube.com/watch?v=KVFF-HTYbXM,17K views,2 years ago,    15:02  
Django For Beginners - Full Tutorial,https://www.youtube.com/watch?v=sm1mokevMWk,592K views,2 years ago,    3:13:54  
Linux for Programmers #13 -  Advanced Commands,https://www.youtube.com/watch?v=BOnHRS9cpSo,17K views,2 years ago,    11:49  
Learn C++ With Me #6 - Comparison Operators,https://www.youtube.com/watch?v=taBgBbXRadc,18K views,2 years ago,    17:32  
Linux for Programmers #12 - Cronjobs,https://www.youtube.com/watch?v=jLDDUehyCBc,8.5K views,2 years ago,    16:03  
Learn C++ With Me #5 - Arithmetic Operators,https://www.youtube.com/watch?v=CWtiqVQp8uk,22K views,2 years ago,    15:47  
Taskade Tutorial - The Best Project Management Tool?,https://www.youtube.com/watch?v=6iwIZ0ND-40,29K views,2 years ago,    15:11  
Linux For Programmers #11 - Shell Scripts,https://www.youtube.com/watch?v=EKAx918CP5g,11K views,2 years ago,    20:12  
Learn C++ With Me #4 - User Input and Constants,https://www.youtube.com/watch?v=OA28SYILJv8,33K views,2 years ago,    23:35  
Learn C++ With Me #3 - Data Types and Variables,https://www.youtube.com/watch?v=zgutFVxOlTY,38K views,2 years ago,    19:57  
Learn C++ With Me #2 - C++ Program Structure,https://www.youtube.com/watch?v=ckbfOdMhZls,56K views,2 years ago,    17:44  
TypingDNA Tutorial - How to Use Typing Biometrics for 2FA,https://www.youtube.com/watch?v=SFgEPbmeJOk,12K views,2 years ago,    1:34:03  
Learn C++ With Me #1 - How to Compile and Run C++ Code,https://www.youtube.com/watch?v=lPd13fsU-CQ,192K views,2 years ago,    18:26  
Chess + Python - Chess.com API Tutorial,https://www.youtube.com/watch?v=KYNbHGs-qG4,69K views,2 years ago,    27:10  
How Good Are You At Python? | Python Quiz/Assessment,https://www.youtube.com/watch?v=u9ZqynGOXl8,60K views,2 years ago,    33:10  
OpenCV Python Tutorial #8 - Face and Eye Detection,https://www.youtube.com/watch?v=mPCZLOVTEc4,71K views,2 years ago,    16:08  
15 Of My Favourite Programming & SWE YouTube Channels,https://www.youtube.com/watch?v=X1l1fbkHQqw,39K views,2 years ago,    16:06  
What It's Like to Work At AlgoExpert,https://www.youtube.com/watch?v=yMKHmbxQWMY,17K views,2 years ago,    10:18  
OpenCV Python Tutorial #7 - Template Matching (Object Detection),https://www.youtube.com/watch?v=T-0lZWYWE9Y,77K views,2 years ago,    22:22  
OpenCV Python Tutorial #6 - Corner Detection,https://www.youtube.com/watch?v=I7lCpTOfxF4,57K views,2 years ago,    21:43  
My Subscribers Are Better Programmers Than Me | Code Jam Project Showcase #3,https://www.youtube.com/watch?v=4iiw3yx7pTk,60K views,2 years ago,    28:52  
OpenCV Python Tutorial #5 - Colors and Color Detection,https://www.youtube.com/watch?v=ddSo8Nb0mTw,91K views,2 years ago,    14:06  
"OpenCV Python Tutorial #4 - Drawing (Lines, Images, Circles & Text)",https://www.youtube.com/watch?v=bPSfyK_DJAg,66K views,2 years ago,    13:51  
OpenCV Python Tutorial #3 - Cameras and VideoCapture,https://www.youtube.com/watch?v=rKcwcARdg9M,141K views,2 years ago,    17:16  
VSCode Tutorial For Beginners - Getting Started With VSCode,https://www.youtube.com/watch?v=ORrELERGIHs,683K views,2 years ago,    22:57  
OpenCV Python Tutorial #2 - Image Fundamentals and Manipulation,https://www.youtube.com/watch?v=wlYPhdTbRmk,100K views,2 years ago,    15:43  
OpenCV Python Tutorial #1 - Introduction & Images,https://www.youtube.com/watch?v=qCR2Weh64h4,273K views,2 years ago,    14:52  
The Programming Project That Got Me a Job!,https://www.youtube.com/watch?v=7N3fQBuve3Y,263K views,2 years ago,    18:21  
"Python Website Full Tutorial - Flask, Authentication, Databases & More",https://www.youtube.com/watch?v=dam0GPOAvVI,2.4M views,2 years ago,    2:16:40  
15 Programming Project Ideas - From Beginner to Advanced,https://www.youtube.com/watch?v=HvjYxuU6LHk,833K views,2 years ago,    16:52  
Linux for Programmers #10 - Grep Command & Regular Expressions,https://www.youtube.com/watch?v=dp-D9HNuVcM,9.5K views,2 years ago,    14:18  
"Linux For Programmers #9 - Linux Text Editors (Nano, Vim & Emacs)",https://www.youtube.com/watch?v=fDaPYJwuS6M,9.5K views,2 years ago,    14:46  
Linux for Programmers #8 - Environment Variables On Linux,https://www.youtube.com/watch?v=paQQ5HCpaRc,17K views,2 years ago,    13:31  
Do You Need a Computer Science or SWE Degree - The Truth,https://www.youtube.com/watch?v=ml9-HpyMnaU,18K views,2 years ago,    13:49  
Linux for Programmers #7 - Public/Private Key Authentication (RSA) & FTP,https://www.youtube.com/watch?v=XPZSkEagn68,9.7K views,2 years ago,    23:29  
Linux for Programmers #6 - Basic Linux Networking Commands,https://www.youtube.com/watch?v=e_aZAIv76fg,15K views,2 years ago,    15:24  
"Linux for Programmers #5 - Processes, htop & top",https://www.youtube.com/watch?v=sDpyK4OnbBc,11K views,2 years ago,    12:42  
Linux For Programmers #4 - File Permissions and chmod,https://www.youtube.com/watch?v=GsWoaxJJPbs,13K views,2 years ago,    13:55  
5 Ways To Write Code Faster,https://www.youtube.com/watch?v=QkP9vyVGbbk,35K views,2 years ago,    9:25  
Linux For Programmers #3 - Users and Groups,https://www.youtube.com/watch?v=gQTrYcH0b7g,18K views,2 years ago,    20:49  
Linux for Programmers #2 - FileSystem & Common Linux Commands,https://www.youtube.com/watch?v=5rhX7PepzaU,30K views,2 years ago,    26:43  
Linux for Programmers #1 - Create and SSH Into a Linux Machine,https://www.youtube.com/watch?v=ebHX9c75H8I,78K views,2 years ago,    12:49  
First Impressions of the ASUS ROG Zephyrus Duo 15 (Dual-Screen Laptop),https://www.youtube.com/watch?v=OZ1-BvmHHjE,15K views,2 years ago,    9:12  
Pygame in 90 Minutes - For Beginners,https://www.youtube.com/watch?v=jO6qQDNa2UY,1M views,2 years ago,    1:35:22  
"Django & React Tutorial #17 - Functional Components (useState, useEffect)",https://www.youtube.com/watch?v=qXFGBUcZ5LU,49K views,2 years ago,    26:00  
Why You Shouldn't Use the Global Keyword in Python,https://www.youtube.com/watch?v=UEuXQjPUwcw,44K views,2 years ago,    17:59  
Django & React Tutorial #16 - Skipping Songs and Handling Votes,https://www.youtube.com/watch?v=Lsq9oRZ2WiU,24K views,2 years ago,    33:39  
Django & React Tutorial #15 - Pausing & Playing Music With Spotify API,https://www.youtube.com/watch?v=WvbU4B5hBFE,26K views,2 years ago,    13:57  
How I Made My First $500 From Freelance Coding - Using Fiverr,https://www.youtube.com/watch?v=yrqyol4B1RU,936K views,2 years ago,    11:49  
Django & React Tutorial #14 - Using the Spotify API,https://www.youtube.com/watch?v=R-22NeS-P2c,32K views,2 years ago,    47:42  
Django & React Tutorial #13 - Spotify API Tutorial (Authentication & Tokens),https://www.youtube.com/watch?v=rYDDWVuv-kI,39K views,2 years ago,    57:57  
I Got an Offer From Shopify! - My Developer Interview Experience,https://www.youtube.com/watch?v=9aHMQ3Zcorc,51K views,2 years ago,    12:00  
How To Print Colored Text in Python (Colorama Tutorial),https://www.youtube.com/watch?v=u51Zjlnui4Y,114K views,2 years ago,    8:44  
Java Tutorial - For Beginners,https://www.youtube.com/watch?v=Yv_4RXyLjL8,362K views,2 years ago,    3:56:12  
Django & React Tutorial #12 - React Default Props and Callbacks,https://www.youtube.com/watch?v=YDgZd9i3le4,24K views,2 years ago,    29:23  
Software Engineer vs YouTuber - Who Makes More?,https://www.youtube.com/watch?v=xqyhOFlA8pw,31K views,2 years ago,    20:35  
Django & React Tutorial #11 - Updating Django Models,https://www.youtube.com/watch?v=JOpmlhAZsPI,25K views,2 years ago,    30:38  
500k Q & A - How Did I Deal With Imposter Syndrome?,https://www.youtube.com/watch?v=HMdZmxb8WIk,16K views,2 years ago,    22:19  
Django & React Tutorial #10 - Django Sessions and Leaving Rooms,https://www.youtube.com/watch?v=uhyHwY94vwQ,27K views,2 years ago,    22:37  
Django & React Tutorial #9 - ComponentDidMount and Django Sessions,https://www.youtube.com/watch?v=ZP8ZMlKjT4o,27K views,2 years ago,    21:56  
Django & React Tutorial #8 - Creating The Room Join Page,https://www.youtube.com/watch?v=2i6FeATm9ZY,37K views,2 years ago,    34:43  
How Many Programming Languages Do You Need To Know?,https://www.youtube.com/watch?v=qpyUSAur8g0,50K views,2 years ago,    14:10  
Django & React Tutorial #7 - Calling API Endpoints From React,https://www.youtube.com/watch?v=H9rHrlNTpq8,54K views,2 years ago,    19:53  
Django & React Tutorial #6 - Material UI Components,https://www.youtube.com/watch?v=bQXhG1eZGLM,69K views,2 years ago,    28:18  
Code Jam Project Showcase #2 - Some Impressive Coding Projects!,https://www.youtube.com/watch?v=mAy-J5TrdPU,32K views,2 years ago,    24:08  
Django & React Tutorial #5 - Handling POST Requests (Django REST),https://www.youtube.com/watch?v=k6ELzQgPHMM,86K views,3 years ago,    17:30  
I Got A Job at AlgoExpert!,https://www.youtube.com/watch?v=JacxrQVfLGw,69K views,3 years ago,    12:16  
5 Tools/Technologies Every Software Engineer Needs to Know,https://www.youtube.com/watch?v=llek2ZmcVpE,81K views,3 years ago,    11:11  
Django & React Tutorial #4 - React Router and Building Components,https://www.youtube.com/watch?v=YEmjBEDyVSY,113K views,3 years ago,    25:39  
Django & React Tutorial #3 - React Integration Using Webpack & Babel,https://www.youtube.com/watch?v=6c2NqDyxppU,191K views,3 years ago,    27:17  
Django & React Tutorial #2 - Django REST Framework,https://www.youtube.com/watch?v=uhSmgR1hEwg,219K views,3 years ago,    19:33  
Django & React Tutorial #1 - Full Stack Web App With Python & JavaScript,https://www.youtube.com/watch?v=JD-age0BPVo,642K views,3 years ago,    19:16  
Python Slack Bot Tutorial #7 - Scheduling Messages,https://www.youtube.com/watch?v=5gxSHuscNS8,18K views,3 years ago,    22:25  
Python Slack Bot Tutorial #6 - Replying to Messages (Using Threads),https://www.youtube.com/watch?v=Hnlr9H0kCHE,20K views,3 years ago,    16:34  
Python Slack Bot Tutorial #5 - Reaction Handling,https://www.youtube.com/watch?v=uhOxwIZwV1g,15K views,3 years ago,    10:21  
Python Slack Bot Tutorial #4 - Markdown Messages & Emojis,https://www.youtube.com/watch?v=O0WwgAnFSCc,22K views,3 years ago,    17:15  
My Programming Desk Setup (As a Computer Science Student),https://www.youtube.com/watch?v=yHT0TOOMD5s,406K views,3 years ago,    15:48  
Python Slack Bot Tutorial #3 - Slash Commands,https://www.youtube.com/watch?v=sEFx0b9y_Xo,41K views,3 years ago,    12:47  
Python Slack Bot Tutorial #2 - Handling Events (Events API),https://www.youtube.com/watch?v=6gHvqXrfjuo,69K views,3 years ago,    20:40  
Python Slack Bot Tutorial #1 - Setup & Sending Messages,https://www.youtube.com/watch?v=KJ5bFv-IRFM,160K views,3 years ago,    14:41  
An Introduction to JavaScript - Course for Beginners,https://www.youtube.com/watch?v=aPvHcc0ysm0,72K views,3 years ago,    2:58:07  
How To Learn a New Programming Language - FAST,https://www.youtube.com/watch?v=LIYGIM7Qd9M,65K views,3 years ago,    11:59  
Reacting to My Google Coding Interview,https://www.youtube.com/watch?v=kbwk1Tw3OhE,187K views,3 years ago,    1:08:45  
The Most Popular Programming Languages & Their Uses (2020),https://www.youtube.com/watch?v=rd6SgAIvGjw,174K views,3 years ago,    10:46  
Python As Fast as Possible - Learn Python in ~75 Minutes,https://www.youtube.com/watch?v=VchuKL44s6E,1.5M views,3 years ago,    1:19:41  
Exciting Advancements in Conversational AI (NVIDIA NeMo),https://www.youtube.com/watch?v=rzcZLZTwmf8,19K views,3 years ago,    15:45  
The Reality of Software Engineering (ft. Clément),https://www.youtube.com/watch?v=Ye5JbYV1q-0,41K views,3 years ago,    15:04  
Python Checkers AI Tutorial Part 2 - Implementation & Visualization (Minimax),https://www.youtube.com/watch?v=mYbrH1Cl3nw,44K views,3 years ago,    45:19  
Python Checkers AI Tutorial Part 1 - The Minimax Algorithm Explained,https://www.youtube.com/watch?v=RjdrFHEgV2o,63K views,3 years ago,    14:24  
Showcasing Your Programming Projects - Code Jam Winners and Top Projects,https://www.youtube.com/watch?v=Nl5KqXasBx4,38K views,3 years ago,    23:24  
Python Database Project #1 - Remote MongoDB Setup & Integration,https://www.youtube.com/watch?v=bASNF0uqivM,35K views,3 years ago,    45:32  
How to Do Well in School & Find the Perfect Balance,https://www.youtube.com/watch?v=lv4rmBDlSE8,24K views,3 years ago,    20:18  
5 Reasons Why You Should Learn to Code!,https://www.youtube.com/watch?v=yZxQdTK8UGE,41K views,3 years ago,    14:56  
Python/Pygame Checkers Tutorial (Part 3) - Jumping and King Movement,https://www.youtube.com/watch?v=_kOXGzkbnps,43K views,3 years ago,    58:46  
Python/Pygame Checkers Tutorial (Part 2) - Pieces and Movement,https://www.youtube.com/watch?v=LSYj8GZMjWY,47K views,3 years ago,    27:05  
Python/Pygame Checkers Tutorial (Part 1) - Drawing the Board,https://www.youtube.com/watch?v=vnd3RfeG3NM,127K views,3 years ago,    33:26  
What to Look for in an AFFORDABLE Laptop for Programming,https://www.youtube.com/watch?v=F5kPAZZ-CNE,172K views,3 years ago,    15:45  
My YouTube Analytics - How Much Does YouTube Pay?,https://www.youtube.com/watch?v=eLOj3BHrZZs,59K views,3 years ago,    15:00  
Mastering Python - Everything You Need To Know To Become a Python Master,https://www.youtube.com/watch?v=p15xzjzR9j0,1.3M views,3 years ago,    16:02  
Flutter Tutorial For Beginners #11 - Flutter Database with Firebase (Part 2),https://www.youtube.com/watch?v=MvhAOfKT58A,22K views,3 years ago,    17:08  
Flutter Tutorial for Beginners #10 - Flutter Database with Firebase (Part 1),https://www.youtube.com/watch?v=qWjnxjB-sTA,38K views,3 years ago,    24:27  
12 Weeks as a Microsoft Intern - My Software Engineer Experience,https://www.youtube.com/watch?v=VuMJ0fDj4mM,80K views,3 years ago,    14:59  
Flutter Tutorial For Beginners #9 - Adding Google Authentication with Firebase,https://www.youtube.com/watch?v=a78Qc8rpO7c,24K views,3 years ago,    28:34  
Flutter Tutorial For Beginners #8 - Flutter with Firebase Setup,https://www.youtube.com/watch?v=LeTgMYlGVrM,21K views,3 years ago,    18:40  
A Timeline of Everything I've Learned Programming (My Coding Journey),https://www.youtube.com/watch?v=eCcY_SDEId8,152K views,3 years ago,    16:31  
Flutter Tutorial For Beginners #7 - Page Navigation,https://www.youtube.com/watch?v=35BFOsQ_tZw,19K views,3 years ago,    23:51  
Flutter Tutorial For Beginners #6 - ListView (Part 2),https://www.youtube.com/watch?v=VHK8VrTFk4c,16K views,3 years ago,    15:16  
Flutter Tutorial For Beginners #5 - ListView (Part 1),https://www.youtube.com/watch?v=KDCoqqQN_vM,22K views,3 years ago,    15:17  
Python in Visual Studio Code - VSCode Features You Need to Know,https://www.youtube.com/watch?v=HUtHp3duGbI,127K views,3 years ago,    9:11  
Flutter Tutorial For Beginners #4 - Button Presses and Callbacks,https://www.youtube.com/watch?v=mXREh3S8Yw0,34K views,3 years ago,    18:52  
Flutter Tutorial For Beginners #3 - Stateful Widgets and Text Input,https://www.youtube.com/watch?v=jNDsTI-poYo,44K views,3 years ago,    19:22  
Flutter Tutorial For Beginners #2 - Your First Flutter Application,https://www.youtube.com/watch?v=aqtCU7Nk9h4,75K views,3 years ago,    17:12  
Flutter Tutorial For Beginners #1 - Setup For Flutter Mobile App Development,https://www.youtube.com/watch?v=ly0hAtV7EBg,207K views,3 years ago,    25:39  
A* Pathfinding Visualization Tutorial - Python A* Path Finding Tutorial,https://www.youtube.com/watch?v=JtiK0DOeI4A,324K views,3 years ago,    1:33:02  
Software Design Tutorial #2 - Implementing Our Design,https://www.youtube.com/watch?v=6thjSbJcoUc,85K views,3 years ago,    38:32  
Python REST API Tutorial - Building a Flask REST API,https://www.youtube.com/watch?v=GMppyAPbLYk,680K views,3 years ago,    1:14:01  
How to Make Money Coding - 5 Ways Developers Make Money WITHOUT a Job,https://www.youtube.com/watch?v=eqrKxDbzhbg,1M views,3 years ago,    14:31  
How to Use a Debugger - Debugger Tutorial,https://www.youtube.com/watch?v=7qZBwhSlfOo,243K views,3 years ago,    17:01  
Python Projects Ideas - 11 Awesome Games You Can Make With Python,https://www.youtube.com/watch?v=dXY7Tol4sRI,235K views,3 years ago,    10:46  
Software Design Tutorial #1 - Software Engineering & Software Architecture,https://www.youtube.com/watch?v=FLtqAi7WNBY,280K views,3 years ago,    40:43  
"Python Hangman Tutorial #3 - Main Menu, Rendering Text & Finishing Touches",https://www.youtube.com/watch?v=d038LZp_Jhk,30K views,3 years ago,    27:51  
Python Hangman Tutorial #2 - Pygame Mouse Events & Collision,https://www.youtube.com/watch?v=W6cjx7t39d4,34K views,3 years ago,    31:35  
Exploring a REAL Microsoft Code Base - Industry Code Walkthrough,https://www.youtube.com/watch?v=L9nCPdIXneI,26K views,3 years ago,    31:38  
Python Hangman Tutorial #1 - Learn to Make Games with Pygame,https://www.youtube.com/watch?v=UEO1B_llDnc,103K views,3 years ago,    37:22  
Git Tutorial for Beginners - Git & GitHub Fundamentals In Depth,https://www.youtube.com/watch?v=DVRQoVRzMIY,773K views,3 years ago,    43:06  
My OVERKILL $4000 Developer PC Build - Ryzen 9 3900X,https://www.youtube.com/watch?v=GaLOniEq7Ys,42K views,3 years ago,    11:57  
My First Python Project / Pygame - Looking Back On Old & BAD Code...,https://www.youtube.com/watch?v=lmiM8Oaw09w,105K views,3 years ago,    19:14  
What I Do at Microsoft - Software Engineer Intern Projects,https://www.youtube.com/watch?v=1NKGJI_r1e8,189K views,3 years ago,    9:53  
2 Years of my Computer Science Degree - Was it Worth it?,https://www.youtube.com/watch?v=ie36e_mk_sQ,49K views,3 years ago,    16:20  
Python Beginner Project Tutorial #3 - Applying your Skills,https://www.youtube.com/watch?v=LEXFAgBBfE0,64K views,3 years ago,    21:20  
Golang Tutorial #22 - Interfaces,https://www.youtube.com/watch?v=lh_Uv2imp14,91K views,3 years ago,    12:19  
Python Beginner Project Tutorial #2 - Mastering the Basics,https://www.youtube.com/watch?v=lUWkxFEfe2g,69K views,3 years ago,    24:36  
Golang Tutorial #21 - Struct Methods,https://www.youtube.com/watch?v=5b8MMXgBnp0,42K views,3 years ago,    13:41  
Golang Tutorial #20 - Structs and Custom Types,https://www.youtube.com/watch?v=dm9oXt6_YNA,47K views,3 years ago,    18:49  
Python Beginner Project Tutorial #1 - Your First Python Project,https://www.youtube.com/watch?v=7R-CfL21zIY,230K views,3 years ago,    25:05  
Golang Tutorial #19 - Pointers & Derefrence Operator (& and *),https://www.youtube.com/watch?v=a4HcEsJ1hIE,54K views,3 years ago,    20:35  
Golang Tutorial #18 - Mutable & Immutable Data Types,https://www.youtube.com/watch?v=vtYTl4pNDSI,25K views,3 years ago,    17:45  
The Resume That Got Me Into Microsoft - Intern Software Engineer Resume Tips,https://www.youtube.com/watch?v=8Stfdfcdt0E,371K views,3 years ago,    15:30  
Golang Tutorial #17 - Advanced Function Concepts & Function Closures,https://www.youtube.com/watch?v=vdm04bVzkLg,47K views,3 years ago,    14:33  
Golang Tutorial #16 - Functions,https://www.youtube.com/watch?v=CrgD_otSzDI,29K views,3 years ago,    14:29  
What is TypeScript and Should You Learn it?,https://www.youtube.com/watch?v=i43W0XSiuIE,111K views,3 years ago,    6:39  
Golang Tutorial #15 - Maps,https://www.youtube.com/watch?v=yJE2RC37BF4,33K views,3 years ago,    9:57  
Golang Tutorial #14 - Range & Slice/Array Examples,https://www.youtube.com/watch?v=DYqpu3jF2_4,27K views,3 years ago,    15:44  
Golang Tutorial #13 - Slices,https://www.youtube.com/watch?v=KzKNGGoaT5U,37K views,3 years ago,    15:32  
Golang Tutorial #12 - Arrays,https://www.youtube.com/watch?v=e-oBn806Pzc,30K views,3 years ago,    13:30  
Golang Tutorial #11 - Switch Statement,https://www.youtube.com/watch?v=siOPdXdQImg,19K views,3 years ago,    5:36  
Golang Tutorial #10 - For Loops & While Loops,https://www.youtube.com/watch?v=jZ-llP_yKNo,27K views,3 years ago,    12:39  
Should You STOP Using an IDE?!,https://www.youtube.com/watch?v=oij82Cp9K1A,39K views,3 years ago,    7:20  
"Golang Tutorial #9 - If, Else If, Else",https://www.youtube.com/watch?v=QgBYnz6I7p4,22K views,3 years ago,    13:53  
"Golang Tutorial #8 - Chained Conditionals (AND, OR, NOT)",https://www.youtube.com/watch?v=QvPa8C0y9yc,19K views,3 years ago,    7:31  
Golang Tutorial #7 - Conditions & Boolean Expressions,https://www.youtube.com/watch?v=63au_xLLp0A,22K views,3 years ago,    8:16  
Golang Tutorial #6 - Arithmetic Operators & Math,https://www.youtube.com/watch?v=qCtgLbFWPI4,26K views,3 years ago,    9:06  
Problem Solving Techniques - For Programming Problems & Interviews,https://www.youtube.com/watch?v=r4TgqWbKRtA,381K views,3 years ago,    17:40  
Golang Tutorial #5 - Console Input (Bufio Scanner) & Type Conversion,https://www.youtube.com/watch?v=1-bM3lSBDaA,48K views,3 years ago,    10:47  
Golang Tutorial #4 - Printing to Console & fmt,https://www.youtube.com/watch?v=GQ880MlHBBE,42K views,3 years ago,    14:04  
Golang Tutorial #3 - Assignment Expression & Implicit vs Explicit,https://www.youtube.com/watch?v=UVp7Cz1NMwA,44K views,3 years ago,    8:25  
Cherry MX Blue vs Brown - What are The Best Keyboard Switches?,https://www.youtube.com/watch?v=AywUPZIv6lU,719K views,3 years ago,    11:35  
Golang Tutorial #2 - Variables & Data Types,https://www.youtube.com/watch?v=pM0-CMysa_M,70K views,3 years ago,    14:47  
Golang Tutorial #1 - An Introduction to Go Programming,https://www.youtube.com/watch?v=75lJDVT1h0s,217K views,3 years ago,    16:08  
The Best Sublime Text 3 Settings and Packages,https://www.youtube.com/watch?v=-6ikAMmu3Nc,223K views,3 years ago,    10:59  
Python Project - Coronavirus Web Scraper & Voice Assistant Tutorial,https://www.youtube.com/watch?v=gJY8D468Jv0,93K views,3 years ago,    1:02:39  
The Complete Python Course For Beginners,https://www.youtube.com/watch?v=sxTmJE4k0ho,853K views,3 years ago,    6:21:13  
Python Selenium Tutorial #6 - UnitTest Framework (Part 2),https://www.youtube.com/watch?v=O_sIPPA4euw,79K views,3 years ago,    19:15  
Python Selenium Tutorial #5 - UnitTest Framework (Part 1),https://www.youtube.com/watch?v=9_5Wqgni_Xw,138K views,3 years ago,    18:50  
Python Selenium Tutorial #4 - ActionChains & Automating Cookie Clicker!,https://www.youtube.com/watch?v=OISEEL5eBqg,202K views,3 years ago,    13:45  
Python Selenium Tutorial #3 - Page Navigating and Clicking Elements,https://www.youtube.com/watch?v=U6gbGk5WPws,381K views,3 years ago,    8:18  
Python Selenium Tutorial #2 - Locating Elements From HTML,https://www.youtube.com/watch?v=b5jt2bhSeXs,638K views,3 years ago,    16:12  
"Python Selenium Tutorial #1 - Web Scraping, Bots & Testing",https://www.youtube.com/watch?v=Xjv1sY630Uc,1.3M views,3 years ago,    11:41  
"Tech With Tim Q&A - How to Escape The ""Tutorial Hell""",https://www.youtube.com/watch?v=P1doPpgVLNs,35K views,3 years ago,    16:57  
Top 5 Beginner Programmer Mistakes,https://www.youtube.com/watch?v=aRAgOMG7Sss,110K views,3 years ago,    15:01  
